Operator,In Out Travelling,Network Type,Rating,Call Drop Category,Latitude,Longitude,State Name
RJio,Indoor,4G,4,Satisfactory,12.6915259,78.6350862,Tamil Nadu
Airtel,Outdoor,4G,5,Satisfactory,25.594805100000002,85.22097059999999,Bihar
Airtel,Indoor,4G,5,Satisfactory,25.59547133,85.22137558,Bihar
Airtel,Indoor,4G,4,Satisfactory,28.6408385,77.22926629999999,NCT
Airtel,Indoor,4G,5,Satisfactory,28.6408326,77.229232,NCT
Airtel,Indoor,3G,2,Poor Voice Quality,28.5636543,77.2888219,Uttar Pradesh
Airtel,Indoor,3G,5,Satisfactory,28.567659399999997,77.28968559999998,Uttar Pradesh
Airtel,Indoor,3G,3,Poor Voice Quality,28.565858399999996,77.2855901,Uttar Pradesh
Airtel,Indoor,4G,5,Satisfactory,28.567668599999998,77.28967440000001,Uttar Pradesh
Airtel,Indoor,4G,5,Satisfactory,28.567702,77.2896804,Uttar Pradesh
Airtel,Indoor,3G,5,Satisfactory,28.5677311,77.2896786,Uttar Pradesh
Airtel,Indoor,4G,5,Satisfactory,28.5636543,77.2888219,Uttar Pradesh
Airtel,Indoor,3G,5,Satisfactory,28.565583399999998,77.29025820000001,Uttar Pradesh
Airtel,Indoor,3G,5,Satisfactory,28.5689653,77.28810370000001,Uttar Pradesh
Airtel,Indoor,4G,5,Satisfactory,28.565858399999996,77.2855901,Uttar Pradesh
Airtel,Indoor,4G,5,Satisfactory,28.60382783,77.16972275,NCT
RJio,Outdoor,4G,4,Satisfactory,11.23941285,77.20771073,Tamil Nadu
RJio,Indoor,4G,4,Satisfactory,11.23941285,77.20771073,Tamil Nadu
Airtel,Indoor,3G,5,Satisfactory,28.6409868,77.22740259999999,NCT
Airtel,Indoor,4G,5,Satisfactory,28.562665000000003,77.2859492,Uttar Pradesh
Airtel,Indoor,3G,1,Call Dropped,28.5676584,77.2896748,Uttar Pradesh
Airtel,Indoor,4G,5,Satisfactory,28.5676584,77.2896748,Uttar Pradesh
Airtel,Outdoor,4G,5,Satisfactory,28.6405912,77.229552,NCT
Airtel,Indoor,4G,5,Satisfactory,28.640837599999998,77.2292397,NCT
Airtel,Indoor,4G,5,Satisfactory,28.60382783,77.16972275,NCT
Airtel,Indoor,4G,5,Satisfactory,28.60382783,77.16972275,NCT
Airtel,Indoor,4G,5,Satisfactory,28.60382783,77.16972275,NCT
Airtel,Indoor,4G,1,Call Dropped,28.60382783,77.16972275,NCT
Airtel,Indoor,4G,5,Satisfactory,28.60382783,77.16972275,NCT
Airtel,Indoor,3G,5,Satisfactory,28.562665000000003,77.2859492,Uttar Pradesh
Airtel,Indoor,4G,5,Satisfactory,28.60382783,77.16972275,NCT
Airtel,Indoor,3G,5,Satisfactory,28.5677288,77.2896483,Uttar Pradesh
Airtel,Indoor,4G,5,Satisfactory,28.60382783,77.16972275,NCT
Airtel,Indoor,4G,5,Satisfactory,28.6404761,77.22957149999999,NCT
RJio,Travelling,4G,5,Satisfactory,19.11353654,72.85321017,Maharashtra
